transaction_id,user_id,timestamp,order_value,customer_segment,ab_test_group
51,11395,2025-02-25 08:38:00,129.45275630760835,High-Value (Power),Test
52,3557,2025-02-20 03:03:00,77.45240962052323,Standard,Control
53,3891,2025-02-27 05:40:00,23.830763087198196,Standard,Control
54,8839,2025-03-10 04:23:00,53.91306280028927,Standard,Control
55,14357,2025-02-23 02:11:00,17.38083123517448,Standard,Control
56,11081,2025-02-28 10:05:00,130.27052688464394,Standard,Test
57,14503,2025-02-15 05:49:00,27.04549609472446,Standard,Test
58,5394,2025-04-09 17:40:00,16.84125434640353,Standard,Control
59,10628,2025-03-16 00:57:00,11.929828551553223,Standard,Control
60,8793,2025-01-19 06:41:00,46.34032295430709,High-Value (Power),Test
61,10556,2025-05-25 02:18:00,11.95358160555991,Standard,Test
62,10254,2025-05-23 01:47:00,131.77317975475628,Standard,Test
63,8434,2025-05-25 14:17:00,27.83174112132499,Standard,Test
64,10234,2025-04-30 00:04:00,26.233689873649503,Standard,Control
65,11017,2025-05-12 09:27:00,461.1934902106395,Standard,Test
66,7514,2025-04-14 09:19:00,112.2202449759858,Standard,Test
67,2613,2025-02-17 19:46:00,12.153388955000656,Standard,Control
68,7042,2025-04-19 06:56:00,97.22495874566529,Standard,Control
69,9556,2025-04-10 00:20:00,24.893986995185998,Standard,Control
70,6236,2025-04-12 08:36:00,29.846809796028964,Standard,Test
71,5487,2025-05-29 22:48:00,20.613088120624134,Standard,Test
72,7100,2025-03-15 06:17:00,29.351298956796462,Standard,Test
73,9671,2025-05-26 05:53:00,20.43780281614192,Standard,Control
74,10749,2025-03-20 02:31:00,88.35141818773839,High-Value (Power),Test
75,776,2025-01-05 06:22:00,23.684848443325045,Standard,Test
76,12207,2025-04-06 20:24:00,48.202163458357276,Standard,Control
77,8227,2025-05-13 10:33:00,49.510082336192056,Standard,Test
78,14542,2025-04-08 06:30:00,36.91713685998715,Standard,Test
79,3153,2025-03-31 23:28:00,108.34411767837061,Standard,Control
80,10148,2025-02-21 01:37:00,77.78673563052398,Standard,Control
81,1586,2025-01-26 23:20:00,95.03810308036311,Standard,Test
82,3944,2025-01-12 05:39:00,18.26525430066533,Standard,Test
83,7556,2025-01-19 02:11:00,13.122259243144297,Standard,Control
84,3074,2025-04-06 03:29:00,144.90869182534627,High-Value (Power),Test
85,1022,2025-01-05 06:16:00,46.173381777344176,Standard,Control
86,11654,2025-05-08 17:57:00,14.899777709303043,Standard,Test
87,10806,2025-01-18 22:23:00,43.18376088469673,Standard,Test
88,13418,2025-05-18 00:22:00,8.36127954697541,Standard,Test
89,3844,2025-04-30 16:56:00,25.19948092797819,Standard,Test
90,7990,2025-03-23 20:03:00,11.690439322200168,Standard,Control
91,9693,2025-04-06 02:54:00,46.191117663918575,Standard,Test
92,12991,2025-01-26 01:38:00,62.34531806859031,Standard,Test
93,14738,2025-03-07 08:18:00,6.249198625619825,Standard,Control
94,6874,2025-04-14 20:14:00,2.7724067908907504,Standard,Control
95,5676,2025-05-21 12:52:00,117.59904428328325,Standard,Test
96,162,2025-01-19 08:51:00,12.96495459611088,Standard,Control
97,4298,2025-05-30 06:00:00,21.33552213350226,Standard,Control
98,10174,2025-02-13 11:47:00,14.27643877053469,Standard,Control
99,996,2025-04-11 09:20:00,83.9934506873377,Standard,Test
100,14606,2025-02-28 14:44:00,246.1978433852331,High-Value (Power),Control
101,13104,2025-05-15 16:06:00,88.04464765827933,High-Value (Power),Test
102,11535,2025-03-30 04:22:00,57.054046238264895,Standard,Test
103,12744,2025-04-26 03:15:00,41.4410069142339,Standard,Control
104,7630,2025-04-08 14:45:00,42.27175986584799,Standard,Test
105,11991,2025-04-18 15:14:00,54.77261997456871,Standard,Test
106,9468,2025-02-16 12:32:00,115.11255211368466,High-Value (Power),Control
107,1017,2025-02-22 03:49:00,21.89655327565901,Standard,Control
108,7870,2025-05-13 12:36:00,67.55298241819828,Standard,Test
109,6440,2025-03-01 12:41:00,37.64421268633355,Standard,Test
110,7893,2025-03-18 01:01:00,114.74199732052547,High-Value (Power),Test
111,6864,2025-02-28 03:57:00,36.19484902659923,Standard,Test
112,7917,2025-02-25 01:17:00,20.136954077801377,Standard,Control
113,8530,2025-02-16 15:43:00,40.347111970742475,High-Value (Power),Control
114,879,2025-05-18 23:59:00,19.95459624921193,Standard,Control
115,9269,2025-01-24 17:32:00,39.55121801000422,Standard,Control
116,4888,2025-05-15 05:50:00,108.11068408697734,High-Value (Power),Control
117,12186,2025-05-25 05:49:00,13.82233852657134,Standard,Control
118,14553,2025-01-25 07:55:00,10.715088555309777,Standard,Control
119,4860,2025-02-05 20:12:00,12.506604355346013,Standard,Test
120,6332,2025-03-12 14:47:00,28.795404173933644,Standard,Test
121,8572,2025-02-19 20:07:00,118.85220387093145,Standard,Test
122,8685,2025-05-08 07:28:00,12.617043893935385,Standard,Test
123,7209,2025-02-10 13:12:00,58.58543571177913,Standard,Test
124,5277,2025-05-16 13:43:00,10.832158433928216,Standard,Control
125,2063,2025-03-25 13:55:00,214.24508813998833,High-Value (Power),Control
126,12077,2025-01-21 05:46:00,19.16295226615179,Standard,Control
127,65,2025-01-10 01:26:00,30.83108960255815,Standard,Test
128,8007,2025-02-02 14:32:00,58.12354613348338,Standard,Test
129,2569,2025-03-24 11:54:00,35.47105129719186,Standard,Test
130,5464,2025-01-04 17:26:00,40.19609120799369,Standard,Control
131,13441,2025-02-22 15:00:00,35.8492601021394,Standard,Control
132,2028,2025-01-18 04:32:00,145.50133810252717,Standard,Control
133,2696,2025-04-17 14:40:00,11.916470196995219,Standard,Control
134,9688,2025-05-02 20:23:00,29.56430045673082,Standard,Test
135,5259,2025-03-28 00:01:00,33.37777455796119,Standard,Control
136,5619,2025-05-01 02:28:00,16.26024229081467,Standard,Test
137,6737,2025-02-22 05:05:00,62.737530212220086,Standard,Control
138,392,2025-03-01 14:41:00,23.364147745703498,Standard,Control
139,13987,2025-04-18 13:26:00,63.490990306085735,Standard,Test
140,12707,2025-03-12 00:32:00,35.436131146715624,Standard,Control
141,14625,2025-03-15 12:57:00,24.72337260553465,Standard,Test
142,12667,2025-05-11 19:42:00,131.3719129978132,Standard,Test
143,5893,2025-01-27 20:50:00,7.646671913829994,Standard,Control
144,3562,2025-04-21 04:21:00,190.28945866273418,High-Value (Power),Test
145,10471,2025-05-14 08:57:00,101.445644649194,Standard,Test
146,6185,2025-02-12 00:15:00,10.049307245450532,Standard,Test
147,3100,2025-04-15 13:10:00,32.380380097118966,Standard,Control
148,6279,2025-02-28 16:48:00,48.38074510348077,Standard,Test
149,8393,2025-02-17 10:59:00,16.565982302929303,Standard,Control
150,14152,2025-01-21 23:55:00,51.993999868695525,Standard,Control
151,13068,2025-02-02 01:53:00,103.53349392647691,Standard,Test
152,3105,2025-02-09 07:17:00,59.5608527175125,Standard,Control
153,7216,2025-01-10 02:41:00,148.92487912769607,Standard,Control
154,12791,2025-03-14 08:23:00,14.220251921645206,Standard,Test
155,2455,2025-02-05 09:46:00,27.620773709537726,Standard,Test
156,11838,2025-05-15 23:14:00,9.775192601930327,Standard,Test
157,14040,2025-01-16 20:02:00,79.4541507453062,High-Value (Power),Test
158,8997,2025-02-14 03:23:00,49.86365060158983,Standard,Control
159,14435,2025-01-27 21:41:00,40.88525901164918,Standard,Test
160,2732,2025-05-23 08:31:00,21.307529149315805,Standard,Control
161,14184,2025-04-26 06:31:00,29.93126131647743,Standard,Test
162,10966,2025-03-28 23:16:00,6.792571985771392,Standard,Test
163,8155,2025-01-16 11:27:00,34.14066605087681,Standard,Test
164,9763,2025-04-23 20:38:00,114.87964186696519,Standard,Test
165,5057,2025-02-26 15:00:00,9.62791327014139,Standard,Control
166,14949,2025-02-13 05:26:00,32.457321142032654,Standard,Control
167,8111,2025-02-06 16:25:00,98.83153176454724,Standard,Test
168,13774,2025-05-04 13:15:00,14.614558526670296,Standard,Control
169,10883,2025-03-09 06:08:00,28.251797550845293,Standard,Control
170,3841,2025-02-15 18:43:00,84.12459350615063,Standard,Test
171,1029,2025-01-26 18:18:00,264.65057497772494,Standard,Test
172,7386,2025-04-22 01:02:00,40.84914184679019,Standard,Control
173,503,2025-04-22 01:38:00,43.6708595822267,Standard,Control
174,6911,2025-01-09 20:48:00,12.970634745338385,Standard,Test
175,12686,2025-03-16 03:03:00,44.31996597559161,Standard,Test
176,9063,2025-02-06 18:00:00,25.72686330779161,Standard,Test
177,6939,2025-04-24 07:48:00,43.392459480362184,Standard,Test
178,4489,2025-05-20 05:58:00,48.72200262244474,Standard,Control
179,207,2025-02-10 23:51:00,27.565260431877572,Standard,Test
180,5135,2025-04-15 04:59:00,93.45623345216069,Standard,Test
181,5978,2025-05-10 07:05:00,51.311539708453445,Standard,Test
182,7722,2025-05-25 23:21:00,18.574223115561296,Standard,Test
183,7036,2025-05-30 21:20:00,12.36451814480562,Standard,Test
184,1485,2025-04-04 08:13:00,105.623958091221,Standard,Test
185,7859,2025-01-14 18:43:00,80.69921805792728,Standard,Control
186,864,2025-04-12 20:54:00,41.423872206699095,Standard,Control
187,2791,2025-02-22 17:09:00,11.71928229339181,Standard,Control
188,7409,2025-03-31 01:03:00,26.063895497350888,Standard,Test
189,8756,2025-03-29 17:36:00,50.27479770267525,Standard,Control
190,5117,2025-03-13 04:12:00,15.7844765726049,Standard,Test
191,12384,2025-04-17 15:29:00,523.0984250410877,High-Value (Power),Test
192,6020,2025-01-02 02:15:00,12.628456860950179,Standard,Control
193,1758,2025-04-27 06:48:00,12.905715204108084,Standard,Control
194,14821,2025-05-01 13:19:00,39.59420977097207,Standard,Test
195,7575,2025-02-25 18:37:00,90.78160732215692,Standard,Test
196,6375,2025-01-07 15:43:00,15.290969715417152,High-Value (Power),Control
197,6893,2025-03-29 03:10:00,16.840553344857344,Standard,Control
198,1679,2025-05-10 13:22:00,3.714429892151487,Standard,Test
199,3243,2025-04-08 17:02:00,94.42108264957429,Standard,Test
200,4637,2025-01-22 13:46:00,59.11148309898529,High-Value (Power),Test
201,1060,2025-02-21 23:48:00,125.37497187248594,Standard,Control
202,6669,2025-05-20 12:58:00,8.421009773351399,Standard,Control
203,13472,2025-05-02 04:29:00,14.092567473556954,Standard,Test
204,9915,2025-02-02 16:46:00,24.642840210885986,Standard,Test
205,11507,2025-04-12 14:04:00,47.642938834044834,Standard,Control
206,3158,2025-01-26 06:37:00,34.485048892625564,Standard,Test
207,5916,2025-03-06 13:33:00,19.642988613003332,Standard,Control
208,10818,2025-05-07 08:12:00,4.6739959457244975,Standard,Test
209,10922,2025-04-04 02:07:00,26.454391106176395,Standard,Test
210,14893,2025-03-15 07:31:00,28.216579507739237,Standard,Control
211,9790,2025-05-20 07:17:00,22.35562359264122,Standard,Test
212,11253,2025-04-12 09:18:00,96.40326198390895,Standard,Control
213,2694,2025-01-27 12:39:00,26.808361449808903,Standard,Control
214,13084,2025-03-27 22:27:00,105.29018095879835,Standard,Test
215,13340,2025-04-19 18:00:00,49.544240276945864,Standard,Control
216,13932,2025-05-20 02:27:00,51.4832478083707,Standard,Test
217,3628,2025-02-14 13:10:00,65.58969782574611,Standard,Control
218,9556,2025-02-03 17:24:00,44.30264957134594,Standard,Control
219,10174,2025-05-17 23:12:00,24.16758559555499,Standard,Control
220,5451,2025-01-10 09:16:00,48.69781450630104,Standard,Test
221,1664,2025-01-30 03:44:00,66.28881787932616,Standard,Control
222,9722,2025-05-10 07:08:00,49.827655251686714,Standard,Control
223,10231,2025-01-17 17:31:00,10.118547657150648,Standard,Control
224,5593,2025-05-06 13:32:00,63.29285934368389,Standard,Test
225,11495,2025-01-17 08:18:00,209.8864884364214,High-Value (Power),Control
226,10430,2025-05-22 23:15:00,227.86835124407887,High-Value (Power),Control
227,7393,2025-05-18 16:33:00,25.735902902452306,Standard,Control
228,13697,2025-03-22 12:20:00,18.29213706672291,Standard,Control
229,13689,2025-01-18 04:50:00,32.089288957992466,Standard,Control
230,1307,2025-02-27 06:10:00,70.19637194289483,Standard,Control
231,12222,2025-01-18 11:31:00,10.409027819141029,Standard,Test
232,6777,2025-02-06 21:59:00,34.01549167076475,Standard,Test
233,10868,2025-01-06 16:56:00,6.731955710115127,Standard,Test
234,13261,2025-04-15 19:41:00,10.68240242636207,Standard,Control
235,5865,2025-03-16 23:15:00,79.00740018026713,Standard,Test
236,9475,2025-05-02 09:26:00,40.93837056380853,Standard,Test
237,7527,2025-01-09 18:49:00,13.496660418258546,Standard,Control
238,8902,2025-03-03 06:06:00,55.281231130276815,Standard,Test
239,5576,2025-05-26 01:42:00,20.251331068951217,Standard,Control
240,5531,2025-01-19 05:24:00,46.278286124043575,Standard,Test
241,12937,2025-04-27 05:37:00,47.024345297971244,Standard,Test
242,4414,2025-05-03 17:36:00,56.63248314777101,Standard,Test
243,3749,2025-04-18 21:32:00,68.20685446518772,Standard,Control
244,13546,2025-03-14 20:04:00,28.230681090467,Standard,Test
245,12972,2025-05-09 19:35:00,27.577541626202983,Standard,Test
246,664,2025-05-09 18:11:00,97.01396785784789,Standard,Control
247,1999,2025-05-15 23:15:00,16.41446202930183,Standard,Control
248,7995,2025-04-02 16:36:00,49.91095430700544,Standard,Test
249,11638,2025-02-08 00:31:00,19.486493262557893,Standard,Test
250,11936,2025-04-18 18:22:00,34.49381070981929,Standard,Test
251,13920,2025-01-03 14:37:00,136.65153531213673,Standard,Test
252,1496,2025-04-21 00:14:00,43.24721813800285,High-Value (Power),Control
253,3305,2025-02-20 01:46:00,10.513339373370412,Standard,Control
254,3764,2025-01-21 20:41:00,102.35552590513456,Standard,Control
255,5233,2025-02-10 23:28:00,40.16113112738622,Standard,Test
256,1854,2025-05-29 05:35:00,18.849646019282066,Standard,Test
257,13809,2025-04-09 01:44:00,29.890969590274253,Standard,Control
258,6586,2025-04-05 20:00:00,28.215448910066428,Standard,Control
259,12852,2025-03-06 09:12:00,92.42901336190266,High-Value (Power),Test
260,1292,2025-03-08 06:19:00,97.85668500974616,Standard,Control
261,3582,2025-02-11 02:50:00,15.989135298043944,Standard,Test
262,11650,2025-04-11 10:51:00,27.744644450035597,Standard,Control
263,7555,2025-03-05 23:07:00,48.99971311109426,High-Value (Power),Control
264,7281,2025-02-20 01:12:00,27.999053303974947,Standard,Test
265,1637,2025-03-01 07:34:00,68.67134672464644,High-Value (Power),Test
266,3697,2025-03-21 11:07:00,42.59361199290084,Standard,Test
267,11192,2025-05-04 00:13:00,103.20408004738913,High-Value (Power),Control
268,11345,2025-01-08 00:26:00,52.808697631172215,Standard,Test
269,699,2025-02-19 03:06:00,96.93885568691313,Standard,Control
270,10353,2025-02-26 12:50:00,12.946783127889068,Standard,Control
271,12290,2025-02-03 08:57:00,37.17428310389944,Standard,Control
272,4738,2025-04-25 01:25:00,9.322797838228125,Standard,Control
273,14556,2025-05-10 18:49:00,34.572638984142095,Standard,Control
274,13878,2025-05-15 04:34:00,51.44768117303223,Standard,Control
275,855,2025-02-02 04:17:00,25.46975945371705,Standard,Control
276,8165,2025-01-15 08:52:00,45.33074092188173,Standard,Test
277,5856,2025-03-19 18:02:00,42.710499471737265,Standard,Test
278,7393,2025-04-14 01:52:00,52.776044599865756,Standard,Test
279,6529,2025-02-08 21:39:00,12.655844996384722,Standard,Control
280,11667,2025-01-01 05:28:00,78.97058868698875,Standard,Test
281,13950,2025-01-09 20:58:00,25.62786728857848,Standard,Control
282,5250,2025-02-20 03:40:00,8.823882874320272,Standard,Control
283,5173,2025-01-15 09:55:00,15.882770680929434,Standard,Test
284,1708,2025-02-10 03:41:00,12.098947101317568,Standard,Control
285,10970,2025-02-23 21:36:00,21.564857799527765,Standard,Control
286,5792,2025-05-08 17:12:00,16.64360328107663,Standard,Test
287,9926,2025-02-15 19:17:00,34.0595413442673,High-Value (Power),Control
288,5536,2025-01-16 03:34:00,8.690305914627222,Standard,Control
289,14583,2025-04-22 14:14:00,113.73381491403032,High-Value (Power),Control
290,4932,2025-03-03 05:59:00,103.28042204113136,Standard,Control
291,3511,2025-04-30 15:35:00,36.880931807999545,Standard,Test
292,203,2025-05-14 21:59:00,20.574030182749407,Standard,Test
293,11448,2025-02-27 06:37:00,14.185008978374697,Standard,Test
294,4219,2025-03-19 04:01:00,11.907646426508233,Standard,Control
295,12689,2025-04-21 10:10:00,93.92706852760787,High-Value (Power),Test
296,8959,2025-01-06 22:21:00,28.252059275971046,Standard,Control
297,4390,2025-01-17 18:27:00,51.48837215268144,Standard,Control
298,2328,2025-04-22 11:49:00,24.889527261163824,Standard,Control
299,8005,2025-04-14 23:24:00,352.012970823705,High-Value (Power),Test
300,2932,2025-01-28 19:24:00,11.758112848694596,Standard,Control
301,7778,2025-01-20 08:22:00,13.470546757054601,Standard,Control
302,198,2025-02-23 03:46:00,45.98417810731715,Standard,Control
303,7126,2025-04-19 12:22:00,22.391714536179638,Standard,Test
304,1931,2025-03-05 22:11:00,21.164540938153497,Standard,Control
305,11775,2025-02-12 18:30:00,17.709856660403368,Standard,Control
306,6288,2025-01-18 03:47:00,10.931755128745476,Standard,Test
307,8801,2025-03-25 22:13:00,6.158276589141753,Standard,Test
308,11465,2025-03-01 06:18:00,19.352605774246758,Standard,Control
309,9340,2025-03-12 06:24:00,13.345515251609159,Standard,Control
310,4283,2025-04-23 21:56:00,41.95906337467129,Standard,Control
311,11590,2025-02-18 04:50:00,31.676066661458734,Standard,Test
312,2512,2025-04-15 04:50:00,19.71865349570611,Standard,Test
313,9987,2025-01-09 11:16:00,21.985714298052468,Standard,Test
314,660,2025-03-01 22:15:00,277.65914769157985,High-Value (Power),Control
315,2812,2025-04-16 10:22:00,17.192739437411646,Standard,Control
316,7099,2025-03-30 21:31:00,70.174561297182,Standard,Test
317,14244,2025-03-12 19:02:00,97.77396195789899,Standard,Test
318,6547,2025-05-12 07:24:00,41.81916818825884,Standard,Test
319,9562,2025-04-05 05:05:00,24.402201673710298,Standard,Test
320,1987,2025-04-13 03:21:00,28.26782395921519,Standard,Test
321,13823,2025-01-23 18:33:00,61.300728097357236,Standard,Test
322,8339,2025-04-03 16:18:00,25.180982023623642,Standard,Control
323,11412,2025-01-29 05:08:00,224.2920166378521,Standard,Control
324,2912,2025-05-14 12:12:00,17.603615223146388,Standard,Test
325,1735,2025-01-24 06:15:00,57.91088626941039,Standard,Control
326,1844,2025-05-04 02:21:00,70.32430186639051,Standard,Control
327,8681,2025-02-21 18:13:00,8.904485937194014,Standard,Test
328,2977,2025-01-04 21:56:00,39.14087875919775,Standard,Test
329,1960,2025-02-17 06:17:00,25.928047452193226,Standard,Control
330,5760,2025-02-08 05:47:00,25.622027126018608,Standard,Test
331,6695,2025-03-07 13:47:00,73.66192430807482,Standard,Control
332,2386,2025-05-06 07:04:00,27.817901748622248,Standard,Test
333,11112,2025-02-01 05:21:00,366.07432824584487,High-Value (Power),Control
334,4737,2025-03-19 04:09:00,12.102815297028894,Standard,Control
335,1803,2025-05-06 16:43:00,13.008823854806087,Standard,Control
336,8156,2025-01-29 22:29:00,25.856366345052933,Standard,Test
337,8121,2025-05-16 03:06:00,20.108950103487143,Standard,Control
338,6617,2025-02-24 14:37:00,17.096204628585603,Standard,Test
339,14258,2025-01-02 23:53:00,5.27036573738353,Standard,Test
340,14487,2025-03-04 00:16:00,76.11549658165055,Standard,Test
341,5535,2025-02-28 01:27:00,44.322597723700774,Standard,Test
342,4062,2025-01-16 18:01:00,49.95557110730337,Standard,Control
343,11562,2025-02-19 12:04:00,17.831094560856645,Standard,Control
344,13923,2025-01-17 17:49:00,51.38696146809267,Standard,Test
345,263,2025-04-16 14:54:00,188.6884459323924,Standard,Control
346,14076,2025-02-19 07:06:00,52.64759644404508,Standard,Test
347,6288,2025-04-28 11:27:00,33.23693541405853,Standard,Control
348,14682,2025-03-09 04:10:00,125.75509589087861,High-Value (Power),Control
349,8816,2025-05-27 15:20:00,88.77756737071668,Standard,Test
350,9209,2025-05-26 17:54:00,13.20363000200323,Standard,Control
351,11836,2025-05-26 23:11:00,30.313454591016608,Standard,Test
352,13169,2025-03-05 03:18:00,119.03720781785336,High-Value (Power),Control
353,2050,2025-05-25 18:02:00,156.2471252471737,High-Value (Power),Control
354,5424,2025-05-23 20:46:00,18.462107687980257,Standard,Test
355,14590,2025-04-10 17:29:00,6.736960233987037,Standard,Test
356,11916,2025-01-14 02:01:00,34.71177327022753,Standard,Test
357,4549,2025-01-09 17:10:00,769.4817114365554,High-Value (Power),Test
358,3109,2025-05-20 15:12:00,46.60668546904219,Standard,Control
359,13472,2025-04-18 14:18:00,13.028360828970753,Standard,Test
360,12283,2025-05-04 15:32:00,22.288931889079294,Standard,Control
361,7159,2025-05-28 12:48:00,26.723207440062577,Standard,Test
362,10249,2025-01-09 23:10:00,410.14022148608205,High-Value (Power),Control
363,7401,2025-01-24 19:08:00,29.807941616481237,Standard,Control
364,3171,2025-02-05 17:07:00,79.64696795474234,Standard,Control
365,9875,2025-03-28 08:02:00,38.81023053343433,Standard,Test
366,2256,2025-05-24 10:02:00,123.71550917929478,High-Value (Power),Control
367,1155,2025-02-08 18:01:00,51.94185345245787,High-Value (Power),Control
368,4500,2025-05-20 02:51:00,62.6133014863174,Standard,Control
369,6296,2025-01-04 00:24:00,21.44230271341345,Standard,Test
370,6198,2025-03-08 07:02:00,81.51068678912294,Standard,Test
371,11384,2025-04-28 13:11:00,33.86537090374896,Standard,Test
372,9889,2025-01-06 18:40:00,107.53507126152067,High-Value (Power),Control
373,12184,2025-03-13 15:28:00,18.3106570198524,Standard,Control
374,12916,2025-05-04 09:09:00,22.76585064687174,Standard,Test
375,12875,2025-02-09 00:55:00,22.934280061005115,Standard,Control
376,1649,2025-04-13 18:46:00,120.19110203483814,High-Value (Power),Control
377,5540,2025-01-21 03:29:00,117.7930082483473,Standard,Control
378,9638,2025-02-04 11:54:00,10.439249890049439,Standard,Test
379,4200,2025-03-08 03:07:00,36.79458873404267,Standard,Control
380,12116,2025-05-03 09:13:00,137.0609584592608,Standard,Test
381,8446,2025-03-22 00:40:00,12.899964564097795,Standard,Control
382,11376,2025-04-24 00:19:00,23.763372755140033,Standard,Control
383,2558,2025-01-09 13:44:00,65.86379667605495,Standard,Test
384,5593,2025-05-04 20:26:00,12.606257968935441,Standard,Test
385,99,2025-05-25 00:17:00,111.34257088864531,Standard,Test
386,2201,2025-03-04 14:20:00,90.56824661571638,Standard,Control
387,14173,2025-01-26 04:11:00,41.06740648854721,Standard,Control
388,2962,2025-03-25 12:30:00,3.110417395909717,Standard,Control
389,14208,2025-01-13 10:30:00,78.80353026508455,High-Value (Power),Test
390,4974,2025-05-25 06:10:00,256.15428401507955,High-Value (Power),Control
391,4434,2025-01-26 06:29:00,86.42160776624654,High-Value (Power),Test
392,11970,2025-03-22 22:48:00,33.35815377011269,Standard,Control
393,2870,2025-01-07 04:32:00,586.8947537935825,High-Value (Power),Test
394,11427,2025-03-27 10:39:00,42.78437465096566,Standard,Test
395,11984,2025-04-28 13:37:00,39.90912937883878,Standard,Test
396,957,2025-05-08 00:05:00,24.485168438575855,Standard,Test
397,13993,2025-03-15 17:59:00,116.63184650196573,Standard,Test
398,12260,2025-02-08 23:41:00,75.4182358576561,Standard,Test
399,8353,2025-02-23 03:57:00,22.620626738601146,Standard,Control
400,5700,2025-01-22 07:20:00,18.57325305446403,Standard,Test
401,6945,2025-02-10 14:17:00,17.24238069119433,Standard,Test
402,4494,2025-01-10 04:17:00,22.907678464606022,Standard,Test
403,9493,2025-02-17 08:22:00,17.7961856928748,Standard,Test
404,4912,2025-05-19 20:25:00,36.48213874207869,Standard,Test
405,3988,2025-05-20 08:28:00,228.6131771220672,High-Value (Power),Control
406,9720,2025-05-22 21:49:00,17.585372225363503,Standard,Control
407,6016,2025-03-01 07:40:00,18.858109338538714,Standard,Control
408,13704,2025-02-07 22:24:00,20.39760496000633,Standard,Test
409,13447,2025-02-08 07:12:00,150.90376575956594,High-Value (Power),Test
410,1219,2025-03-14 18:01:00,14.762423303221684,Standard,Test
411,4497,2025-04-17 10:00:00,10.092900752577767,Standard,Control
412,4736,2025-01-17 19:17:00,27.24808991224617,Standard,Test
413,11297,2025-05-23 10:06:00,35.176632731967366,Standard,Test
414,10928,2025-05-26 08:07:00,29.744324656670095,Standard,Control
415,4556,2025-03-11 13:50:00,106.14232088502796,High-Value (Power),Test
416,9147,2025-02-27 07:10:00,64.61595832924145,Standard,Control
